task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Hybrid_FordB_3_0,2024-08-01T00:24:17,Hybrid_FordB_3_0,ba2731d9-cb21-4773-a8b6-e903a7c1509d,6364.179395675659,0.18293996698777865,2.8745257469032805e-05,42.98554471429658,223.81026981729724,10.91383981704712,0.0759911591489898,0.3956528765220355,0.019293363996687844,0.49093739966771316,Italy,ITA,tuscany,,,Linux-3.10.0-1160.102.1.el7.x86_64-x86_64-with-glibc2.17,3.11.9,2.5.0,144,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz,4,4 x Tesla V100-PCIE-16GB,10.4087,43.7089,1196.5773010253906,process,N
