task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Hybrid_Wine_3_3,2024-09-08T18:55:54,Hybrid_Wine_33,19b1f501-c595-476b-b777-465292ee56af,35.455463886260986,0.0031859581881379085,8.985630512883149e-05,410.7488990630503,457.2631848423316,0.4951028823852539,0.004046679143451837,0.004498291931895437,4.8611679206741584e-06,0.008549832243267948,Italy,ITA,tuscany,,,Linux-3.10.0-1160.102.1.el7.x86_64-x86_64-with-glibc2.17,3.11.9,2.5.0,144,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz,4,4 x Tesla V100-PCIE-16GB,10.4087,43.7089,1196.5773010253906,process,N
