task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Hybrid_Beef_8_1,2024-09-08T18:54:00,Hybrid_Beef_81,f41bfeb6-05f8-4412-a05d-6663541d2d27,107.19049525260925,0.009640461536126006,8.993778994299062e-05,413.5447494734675,454.22693900416135,1.0592422485351562,0.012314721096769001,0.013524889708833143,3.1516187978703175e-05,0.025871126993580847,Italy,ITA,tuscany,,,Linux-3.10.0-1160.102.1.el7.x86_64-x86_64-with-glibc2.17,3.11.9,2.5.0,144,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz,4,4 x Tesla V100-PCIE-16GB,10.4087,43.7089,1196.5773010253906,process,N
