task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Hybrid_sMNIST_8_0,2024-08-01T20:16:35,Hybrid_sMNIST_8_0,f4b35098-b3c1-4aca-bf0c-c15180809180,4486.812309265137,0.13648809040043514,3.0419838881295386e-05,60.84540354504025,223.00063567581702,10.038923263549805,0.07583400554604477,0.2779335054022454,0.012511707803716127,0.3662792187520063,Italy,ITA,tuscany,,,Linux-3.10.0-1160.102.1.el7.x86_64-x86_64-with-glibc2.17,3.11.9,2.5.0,144,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz,4,4 x Tesla V100-PCIE-16GB,10.4087,43.7089,1196.5773010253906,process,N
