task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Hybrid_Meat_3_6,2024-09-08T19:17:13,Hybrid_Meat_36,05804370-be37-4c89-b703-8a7b663f3e75,888.5432012081146,0.07784974524495124,8.761503940233428e-05,387.64393522901,457.9441570210562,0.852388858795166,0.09567841960823,0.1130286620895049,0.00021036878974404943,0.20891745048747895,Italy,ITA,tuscany,,,Linux-3.10.0-1160.102.1.el7.x86_64-x86_64-with-glibc2.17,3.11.9,2.5.0,144,Intel(R) Xeon(R) Gold 6140M CPU @ 2.30GHz,4,4 x Tesla V100-PCIE-16GB,10.4087,43.7089,1196.5773010253906,process,N
